Using custom data configuration default-5b3c177f7d7df740
All Flax model weights were used when initializing T5ForConditionalGeneration.

Some weights of T5ForConditionalGeneration were not initialized from the Flax model and are newly initialized: ['decoder.embed_tokens.weight', 'encoder.embed_tokens.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
***** Running training *****
  Num examples = 1814333
  Num Epochs = 10
  Instantaneous batch size per device = 4
  Total train batch size (w. parallel, distributed & accumulation) = 4
  Gradient Accumulation steps = 1
  Total optimization steps = 4535840
Downloading and preparing dataset csv/default to /home/sagawa/.cache/huggingface/datasets/csv/default-5b3c177f7d7df740/0.0.0/652c3096f041ee27b04d2232d41f10547a8fecda3e284a79a0ec4053c916ef7a...
Dataset csv downloaded and prepared to /home/sagawa/.cache/huggingface/datasets/csv/default-5b3c177f7d7df740/0.0.0/652c3096f041ee27b04d2232d41f10547a8fecda3e284a79a0ec4053c916ef7a. Subsequent calls will reuse this data.
{'loss': 0.7224, 'learning_rate': 1.9997795336696183e-05, 'epoch': 0.0}
{'loss': 0.0727, 'learning_rate': 1.713173304172987e-05, 'epoch': 1.43}
{'loss': 0.0731, 'learning_rate': 1.712952837842605e-05, 'epoch': 1.44}
{'loss': 0.0754, 'learning_rate': 1.7127323715122227e-05, 'epoch': 1.44}
{'loss': 0.0718, 'learning_rate': 1.7125119051818408e-05, 'epoch': 1.44}
{'loss': 0.072, 'learning_rate': 1.7122914388514585e-05, 'epoch': 1.44}
{'loss': 0.0686, 'learning_rate': 1.7120709725210766e-05, 'epoch': 1.44}
{'loss': 0.0714, 'learning_rate': 1.7118505061906947e-05, 'epoch': 1.44}
{'loss': 0.0718, 'learning_rate': 1.7116300398603128e-05, 'epoch': 1.44}
{'loss': 0.0706, 'learning_rate': 1.711409573529931e-05, 'epoch': 1.44}
{'loss': 0.0731, 'learning_rate': 1.7111891071995486e-05, 'epoch': 1.44}
{'loss': 0.0722, 'learning_rate': 1.7109686408691667e-05, 'epoch': 1.45}
{'loss': 0.0722, 'learning_rate': 1.7107481745387845e-05, 'epoch': 1.45}
{'loss': 0.0702, 'learning_rate': 1.7105277082084026e-05, 'epoch': 1.45}
{'loss': 0.0735, 'learning_rate': 1.7103072418780203e-05, 'epoch': 1.45}
{'loss': 0.0729, 'learning_rate': 1.7100867755476384e-05, 'epoch': 1.45}
{'loss': 0.0709, 'learning_rate': 1.7098663092172565e-05, 'epoch': 1.45}
{'loss': 0.0742, 'learning_rate': 1.7096458428868746e-05, 'epoch': 1.45}
{'loss': 0.0735, 'learning_rate': 1.7094253765564923e-05, 'epoch': 1.45}
{'loss': 0.0732, 'learning_rate': 1.7092049102261104e-05, 'epoch': 1.45}
{'loss': 0.0726, 'learning_rate': 1.7089844438957285e-05, 'epoch': 1.46}
{'loss': 0.0701, 'learning_rate': 1.7087639775653463e-05, 'epoch': 1.46}
{'loss': 0.0703, 'learning_rate': 1.7085435112349644e-05, 'epoch': 1.46}
{'loss': 0.0728, 'learning_rate': 1.708323044904582e-05, 'epoch': 1.46}
{'loss': 0.0732, 'learning_rate': 1.7081025785742002e-05, 'epoch': 1.46}
{'loss': 0.0703, 'learning_rate': 1.7078821122438183e-05, 'epoch': 1.46}
{'loss': 0.0729, 'learning_rate': 1.7076616459134364e-05, 'epoch': 1.46}
{'loss': 0.072, 'learning_rate': 1.707441179583054e-05, 'epoch': 1.46}
{'loss': 0.0745, 'learning_rate': 1.7072207132526722e-05, 'epoch': 1.46}
{'loss': 0.0711, 'learning_rate': 1.7070002469222903e-05, 'epoch': 1.46}
{'loss': 0.0684, 'learning_rate': 1.706779780591908e-05, 'epoch': 1.47}
{'loss': 0.0731, 'learning_rate': 1.706559314261526e-05, 'epoch': 1.47}
{'loss': 0.0698, 'learning_rate': 1.706338847931144e-05, 'epoch': 1.47}
{'loss': 0.0693, 'learning_rate': 1.706118381600762e-05, 'epoch': 1.47}
{'loss': 0.0751, 'learning_rate': 1.70589791527038e-05, 'epoch': 1.47}
{'loss': 0.0706, 'learning_rate': 1.705677448939998e-05, 'epoch': 1.47}
{'loss': 0.072, 'learning_rate': 1.705456982609616e-05, 'epoch': 1.47}
{'loss': 0.0695, 'learning_rate': 1.705236516279234e-05, 'epoch': 1.47}
{'loss': 0.0685, 'learning_rate': 1.705016049948852e-05, 'epoch': 1.47}
{'loss': 0.0742, 'learning_rate': 1.70479558361847e-05, 'epoch': 1.48}
{'loss': 0.0726, 'learning_rate': 1.704575117288088e-05, 'epoch': 1.48}
{'loss': 0.0721, 'learning_rate': 1.7043546509577057e-05, 'epoch': 1.48}
{'loss': 0.0748, 'learning_rate': 1.7041341846273238e-05, 'epoch': 1.48}
{'loss': 0.0706, 'learning_rate': 1.703913718296942e-05, 'epoch': 1.48}
{'loss': 0.0716, 'learning_rate': 1.70369325196656e-05, 'epoch': 1.48}
{'loss': 0.0696, 'learning_rate': 1.7034727856361777e-05, 'epoch': 1.48}
{'loss': 0.0706, 'learning_rate': 1.7032523193057958e-05, 'epoch': 1.48}
{'loss': 0.0715, 'learning_rate': 1.703031852975414e-05, 'epoch': 1.48}
{'loss': 0.0725, 'learning_rate': 1.7028113866450316e-05, 'epoch': 1.49}
{'loss': 0.0704, 'learning_rate': 1.7025909203146497e-05, 'epoch': 1.49}
{'loss': 0.0708, 'learning_rate': 1.7023704539842675e-05, 'epoch': 1.49}
{'loss': 0.074, 'learning_rate': 1.7021499876538856e-05, 'epoch': 1.49}
{'loss': 0.0713, 'learning_rate': 1.7019295213235037e-05, 'epoch': 1.49}
{'loss': 0.07, 'learning_rate': 1.7017090549931217e-05, 'epoch': 1.49}
{'loss': 0.0727, 'learning_rate': 1.7014885886627395e-05, 'epoch': 1.49}
{'loss': 0.0741, 'learning_rate': 1.7012681223323576e-05, 'epoch': 1.49}
{'loss': 0.0723, 'learning_rate': 1.7010476560019757e-05, 'epoch': 1.49}
{'loss': 0.0739, 'learning_rate': 1.7008271896715934e-05, 'epoch': 1.5}
{'loss': 0.0699, 'learning_rate': 1.7006067233412115e-05, 'epoch': 1.5}
{'loss': 0.0721, 'learning_rate': 1.7003862570108293e-05, 'epoch': 1.5}
{'loss': 0.0701, 'learning_rate': 1.7001657906804474e-05, 'epoch': 1.5}
{'loss': 0.0738, 'learning_rate': 1.6999453243500654e-05, 'epoch': 1.5}
{'loss': 0.0686, 'learning_rate': 1.6997248580196835e-05, 'epoch': 1.5}
{'loss': 0.0725, 'learning_rate': 1.6995043916893013e-05, 'epoch': 1.5}
{'loss': 0.0712, 'learning_rate': 1.6992839253589194e-05, 'epoch': 1.5}
{'loss': 0.0701, 'learning_rate': 1.6990634590285375e-05, 'epoch': 1.5}
{'loss': 0.0703, 'learning_rate': 1.6988429926981552e-05, 'epoch': 1.51}
{'loss': 0.074, 'learning_rate': 1.6986225263677733e-05, 'epoch': 1.51}
{'loss': 0.0702, 'learning_rate': 1.698402060037391e-05, 'epoch': 1.51}
{'loss': 0.073, 'learning_rate': 1.698181593707009e-05, 'epoch': 1.51}
{'loss': 0.0692, 'learning_rate': 1.6979611273766272e-05, 'epoch': 1.51}
{'loss': 0.0733, 'learning_rate': 1.6977406610462453e-05, 'epoch': 1.51}
{'loss': 0.0713, 'learning_rate': 1.697520194715863e-05, 'epoch': 1.51}
{'loss': 0.071, 'learning_rate': 1.697299728385481e-05, 'epoch': 1.51}
{'loss': 0.0715, 'learning_rate': 1.6970792620550993e-05, 'epoch': 1.51}
{'loss': 0.0728, 'learning_rate': 1.696858795724717e-05, 'epoch': 1.52}
{'loss': 0.0718, 'learning_rate': 1.696638329394335e-05, 'epoch': 1.52}
{'loss': 0.0689, 'learning_rate': 1.696417863063953e-05, 'epoch': 1.52}
{'loss': 0.0726, 'learning_rate': 1.696197396733571e-05, 'epoch': 1.52}
{'loss': 0.0682, 'learning_rate': 1.695976930403189e-05, 'epoch': 1.52}
{'loss': 0.0702, 'learning_rate': 1.695756464072807e-05, 'epoch': 1.52}
{'loss': 0.0699, 'learning_rate': 1.695535997742425e-05, 'epoch': 1.52}
{'loss': 0.0706, 'learning_rate': 1.695315531412043e-05, 'epoch': 1.52}
{'loss': 0.0718, 'learning_rate': 1.695095065081661e-05, 'epoch': 1.52}
{'loss': 0.0738, 'learning_rate': 1.6948745987512788e-05, 'epoch': 1.53}
{'loss': 0.069, 'learning_rate': 1.694654132420897e-05, 'epoch': 1.53}
{'loss': 0.0683, 'learning_rate': 1.6944336660905146e-05, 'epoch': 1.53}
{'loss': 0.0693, 'learning_rate': 1.6942131997601327e-05, 'epoch': 1.53}
{'loss': 0.0738, 'learning_rate': 1.6939927334297508e-05, 'epoch': 1.53}
{'loss': 0.074, 'learning_rate': 1.693772267099369e-05, 'epoch': 1.53}
{'loss': 0.0716, 'learning_rate': 1.6935518007689867e-05, 'epoch': 1.53}
{'loss': 0.0728, 'learning_rate': 1.6933313344386047e-05, 'epoch': 1.53}
{'loss': 0.0703, 'learning_rate': 1.6931108681082228e-05, 'epoch': 1.53}
{'loss': 0.0709, 'learning_rate': 1.6928904017778406e-05, 'epoch': 1.54}
{'loss': 0.0695, 'learning_rate': 1.6926699354474587e-05, 'epoch': 1.54}
{'loss': 0.0723, 'learning_rate': 1.6924494691170764e-05, 'epoch': 1.54}
{'loss': 0.0716, 'learning_rate': 1.6922290027866945e-05, 'epoch': 1.54}
{'loss': 0.0701, 'learning_rate': 1.6920085364563126e-05, 'epoch': 1.54}
{'loss': 0.0723, 'learning_rate': 1.6917880701259307e-05, 'epoch': 1.54}
{'loss': 0.0717, 'learning_rate': 1.6915676037955484e-05, 'epoch': 1.54}
{'loss': 0.0725, 'learning_rate': 1.6913471374651665e-05, 'epoch': 1.54}
{'loss': 0.0748, 'learning_rate': 1.6911266711347846e-05, 'epoch': 1.54}
{'loss': 0.0721, 'learning_rate': 1.6909062048044024e-05, 'epoch': 1.55}
{'loss': 0.0741, 'learning_rate': 1.69068573847402e-05, 'epoch': 1.55}
{'loss': 0.0684, 'learning_rate': 1.6904652721436382e-05, 'epoch': 1.55}
{'loss': 0.0697, 'learning_rate': 1.6902448058132563e-05, 'epoch': 1.55}
{'loss': 0.0724, 'learning_rate': 1.6900243394828744e-05, 'epoch': 1.55}
{'loss': 0.07, 'learning_rate': 1.6898038731524925e-05, 'epoch': 1.55}
{'loss': 0.0697, 'learning_rate': 1.6895834068221102e-05, 'epoch': 1.55}
{'loss': 0.0712, 'learning_rate': 1.6893629404917283e-05, 'epoch': 1.55}
{'loss': 0.0693, 'learning_rate': 1.6891424741613464e-05, 'epoch': 1.55}
{'loss': 0.0697, 'learning_rate': 1.688922007830964e-05, 'epoch': 1.56}
{'loss': 0.0718, 'learning_rate': 1.688701541500582e-05, 'epoch': 1.56}
{'loss': 0.0704, 'learning_rate': 1.6884810751702e-05, 'epoch': 1.56}
{'loss': 0.0685, 'learning_rate': 1.688260608839818e-05, 'epoch': 1.56}
{'loss': 0.0672, 'learning_rate': 1.6880401425094362e-05, 'epoch': 1.56}
{'loss': 0.0723, 'learning_rate': 1.6878196761790543e-05, 'epoch': 1.56}
{'loss': 0.071, 'learning_rate': 1.687599209848672e-05, 'epoch': 1.56}
{'loss': 0.0708, 'learning_rate': 1.68737874351829e-05, 'epoch': 1.56}
{'loss': 0.0685, 'learning_rate': 1.6871582771879082e-05, 'epoch': 1.56}
{'loss': 0.0721, 'learning_rate': 1.686937810857526e-05, 'epoch': 1.57}
{'loss': 0.0714, 'learning_rate': 1.6867173445271437e-05, 'epoch': 1.57}
{'loss': 0.0703, 'learning_rate': 1.6864968781967618e-05, 'epoch': 1.57}
{'loss': 0.0677, 'learning_rate': 1.68627641186638e-05, 'epoch': 1.57}
{'loss': 0.0678, 'learning_rate': 1.686055945535998e-05, 'epoch': 1.57}
{'loss': 0.0739, 'learning_rate': 1.685835479205616e-05, 'epoch': 1.57}
{'loss': 0.07, 'learning_rate': 1.6856150128752338e-05, 'epoch': 1.57}
{'loss': 0.0694, 'learning_rate': 1.685394546544852e-05, 'epoch': 1.57}
{'loss': 0.0718, 'learning_rate': 1.68517408021447e-05, 'epoch': 1.57}
{'loss': 0.0728, 'learning_rate': 1.6849536138840877e-05, 'epoch': 1.58}
{'loss': 0.0717, 'learning_rate': 1.6847331475537055e-05, 'epoch': 1.58}
{'loss': 0.0735, 'learning_rate': 1.6845126812233236e-05, 'epoch': 1.58}
{'loss': 0.0711, 'learning_rate': 1.6842922148929417e-05, 'epoch': 1.58}
{'loss': 0.0728, 'learning_rate': 1.6840717485625598e-05, 'epoch': 1.58}
{'loss': 0.0737, 'learning_rate': 1.6838512822321775e-05, 'epoch': 1.58}
{'loss': 0.0718, 'learning_rate': 1.6836308159017956e-05, 'epoch': 1.58}
{'loss': 0.0697, 'learning_rate': 1.6834103495714137e-05, 'epoch': 1.58}
{'loss': 0.0719, 'learning_rate': 1.6831898832410318e-05, 'epoch': 1.58}
{'loss': 0.0706, 'learning_rate': 1.6829694169106495e-05, 'epoch': 1.59}
{'loss': 0.0714, 'learning_rate': 1.6827489505802673e-05, 'epoch': 1.59}
{'loss': 0.0745, 'learning_rate': 1.6825284842498854e-05, 'epoch': 1.59}
{'loss': 0.0688, 'learning_rate': 1.6823080179195035e-05, 'epoch': 1.59}
{'loss': 0.0738, 'learning_rate': 1.6820875515891215e-05, 'epoch': 1.59}
{'loss': 0.0705, 'learning_rate': 1.6818670852587393e-05, 'epoch': 1.59}
{'loss': 0.0703, 'learning_rate': 1.6816466189283574e-05, 'epoch': 1.59}
{'loss': 0.0702, 'learning_rate': 1.6814261525979755e-05, 'epoch': 1.59}
{'loss': 0.0697, 'learning_rate': 1.6812056862675936e-05, 'epoch': 1.59}
{'loss': 0.0707, 'learning_rate': 1.6809852199372113e-05, 'epoch': 1.6}
{'loss': 0.0706, 'learning_rate': 1.680764753606829e-05, 'epoch': 1.6}
{'loss': 0.0727, 'learning_rate': 1.680544287276447e-05, 'epoch': 1.6}
{'loss': 0.0676, 'learning_rate': 1.6803238209460652e-05, 'epoch': 1.6}
{'loss': 0.0684, 'learning_rate': 1.6801033546156833e-05, 'epoch': 1.6}
{'loss': 0.071, 'learning_rate': 1.679882888285301e-05, 'epoch': 1.6}
{'loss': 0.0699, 'learning_rate': 1.6796624219549192e-05, 'epoch': 1.6}
{'loss': 0.0706, 'learning_rate': 1.6794419556245373e-05, 'epoch': 1.6}
{'loss': 0.069, 'learning_rate': 1.6792214892941554e-05, 'epoch': 1.6}
{'loss': 0.072, 'learning_rate': 1.679001022963773e-05, 'epoch': 1.6}
{'loss': 0.0709, 'learning_rate': 1.678780556633391e-05, 'epoch': 1.61}
{'loss': 0.0715, 'learning_rate': 1.678560090303009e-05, 'epoch': 1.61}
{'loss': 0.0704, 'learning_rate': 1.678339623972627e-05, 'epoch': 1.61}
{'loss': 0.0671, 'learning_rate': 1.678119157642245e-05, 'epoch': 1.61}
{'loss': 0.0726, 'learning_rate': 1.677898691311863e-05, 'epoch': 1.61}
{'loss': 0.071, 'learning_rate': 1.677678224981481e-05, 'epoch': 1.61}
{'loss': 0.0672, 'learning_rate': 1.677457758651099e-05, 'epoch': 1.61}
{'loss': 0.069, 'learning_rate': 1.6772372923207168e-05, 'epoch': 1.61}
{'loss': 0.0714, 'learning_rate': 1.677016825990335e-05, 'epoch': 1.61}
{'loss': 0.0717, 'learning_rate': 1.6767963596599526e-05, 'epoch': 1.62}
{'loss': 0.0701, 'learning_rate': 1.6765758933295707e-05, 'epoch': 1.62}
{'loss': 0.0698, 'learning_rate': 1.6763554269991888e-05, 'epoch': 1.62}
{'loss': 0.0707, 'learning_rate': 1.676134960668807e-05, 'epoch': 1.62}
{'loss': 0.0715, 'learning_rate': 1.6759144943384247e-05, 'epoch': 1.62}
{'loss': 0.0656, 'learning_rate': 1.6756940280080427e-05, 'epoch': 1.62}
{'loss': 0.0684, 'learning_rate': 1.675473561677661e-05, 'epoch': 1.62}
{'loss': 0.0705, 'learning_rate': 1.6752530953472786e-05, 'epoch': 1.62}
{'loss': 0.071, 'learning_rate': 1.6750326290168967e-05, 'epoch': 1.62}
{'loss': 0.0674, 'learning_rate': 1.6748121626865144e-05, 'epoch': 1.63}
{'loss': 0.0695, 'learning_rate': 1.6745916963561325e-05, 'epoch': 1.63}
{'loss': 0.0684, 'learning_rate': 1.6743712300257506e-05, 'epoch': 1.63}
{'loss': 0.0683, 'learning_rate': 1.6741507636953687e-05, 'epoch': 1.63}
{'loss': 0.069, 'learning_rate': 1.6739302973649864e-05, 'epoch': 1.63}
{'loss': 0.0678, 'learning_rate': 1.6737098310346045e-05, 'epoch': 1.63}
{'loss': 0.0704, 'learning_rate': 1.6734893647042226e-05, 'epoch': 1.63}
{'loss': 0.0679, 'learning_rate': 1.6732688983738404e-05, 'epoch': 1.63}
{'loss': 0.0718, 'learning_rate': 1.6730484320434585e-05, 'epoch': 1.63}
{'loss': 0.0675, 'learning_rate': 1.6728279657130762e-05, 'epoch': 1.64}
{'loss': 0.0675, 'learning_rate': 1.6726074993826943e-05, 'epoch': 1.64}
{'loss': 0.0696, 'learning_rate': 1.6723870330523124e-05, 'epoch': 1.64}
{'loss': 0.0697, 'learning_rate': 1.6721665667219305e-05, 'epoch': 1.64}
{'loss': 0.0731, 'learning_rate': 1.6719461003915482e-05, 'epoch': 1.64}
{'loss': 0.0693, 'learning_rate': 1.6717256340611663e-05, 'epoch': 1.64}
{'loss': 0.0695, 'learning_rate': 1.6715051677307844e-05, 'epoch': 1.64}
{'loss': 0.0694, 'learning_rate': 1.671284701400402e-05, 'epoch': 1.64}
{'loss': 0.0676, 'learning_rate': 1.6710642350700203e-05, 'epoch': 1.64}
{'loss': 0.0717, 'learning_rate': 1.670843768739638e-05, 'epoch': 1.65}
{'loss': 0.0703, 'learning_rate': 1.670623302409256e-05, 'epoch': 1.65}
{'loss': 0.0683, 'learning_rate': 1.6704028360788742e-05, 'epoch': 1.65}
{'loss': 0.0716, 'learning_rate': 1.6701823697484923e-05, 'epoch': 1.65}
{'loss': 0.0699, 'learning_rate': 1.66996190341811e-05, 'epoch': 1.65}
{'loss': 0.0696, 'learning_rate': 1.669741437087728e-05, 'epoch': 1.65}
{'loss': 0.0692, 'learning_rate': 1.6695209707573462e-05, 'epoch': 1.65}
{'loss': 0.0698, 'learning_rate': 1.669300504426964e-05, 'epoch': 1.65}
{'loss': 0.07, 'learning_rate': 1.669080038096582e-05, 'epoch': 1.65}
{'loss': 0.069, 'learning_rate': 1.6688595717661998e-05, 'epoch': 1.66}
{'loss': 0.0684, 'learning_rate': 1.668639105435818e-05, 'epoch': 1.66}
{'loss': 0.0728, 'learning_rate': 1.668418639105436e-05, 'epoch': 1.66}
{'loss': 0.0747, 'learning_rate': 1.668198172775054e-05, 'epoch': 1.66}
{'loss': 0.0699, 'learning_rate': 1.6679777064446718e-05, 'epoch': 1.66}
{'loss': 0.0654, 'learning_rate': 1.66775724011429e-05, 'epoch': 1.66}
{'loss': 0.0721, 'learning_rate': 1.667536773783908e-05, 'epoch': 1.66}
{'loss': 0.0683, 'learning_rate': 1.6673163074535257e-05, 'epoch': 1.66}
{'loss': 0.0738, 'learning_rate': 1.667095841123144e-05, 'epoch': 1.66}
{'loss': 0.0708, 'learning_rate': 1.6668753747927616e-05, 'epoch': 1.67}
{'loss': 0.0679, 'learning_rate': 1.6666549084623797e-05, 'epoch': 1.67}
{'loss': 0.0686, 'learning_rate': 1.6664344421319978e-05, 'epoch': 1.67}
{'loss': 0.0682, 'learning_rate': 1.666213975801616e-05, 'epoch': 1.67}
{'loss': 0.0718, 'learning_rate': 1.6659935094712336e-05, 'epoch': 1.67}
{'loss': 0.0704, 'learning_rate': 1.6657730431408517e-05, 'epoch': 1.67}
{'loss': 0.0698, 'learning_rate': 1.6655525768104698e-05, 'epoch': 1.67}
{'loss': 0.0701, 'learning_rate': 1.6653321104800875e-05, 'epoch': 1.67}
{'loss': 0.0694, 'learning_rate': 1.6651116441497056e-05, 'epoch': 1.67}
{'loss': 0.0675, 'learning_rate': 1.6648911778193234e-05, 'epoch': 1.68}
{'loss': 0.0703, 'learning_rate': 1.6646707114889415e-05, 'epoch': 1.68}
{'loss': 0.0685, 'learning_rate': 1.6644502451585596e-05, 'epoch': 1.68}
{'loss': 0.0695, 'learning_rate': 1.6642297788281776e-05, 'epoch': 1.68}
{'loss': 0.0697, 'learning_rate': 1.6640093124977954e-05, 'epoch': 1.68}
{'loss': 0.0693, 'learning_rate': 1.6637888461674135e-05, 'epoch': 1.68}
{'loss': 0.0681, 'learning_rate': 1.6635683798370316e-05, 'epoch': 1.68}
{'loss': 0.0695, 'learning_rate': 1.6633479135066493e-05, 'epoch': 1.68}
{'loss': 0.0679, 'learning_rate': 1.6631274471762674e-05, 'epoch': 1.68}
{'loss': 0.0656, 'learning_rate': 1.662906980845885e-05, 'epoch': 1.69}
{'loss': 0.0667, 'learning_rate': 1.6626865145155033e-05, 'epoch': 1.69}
{'loss': 0.0709, 'learning_rate': 1.6624660481851213e-05, 'epoch': 1.69}
{'loss': 0.0683, 'learning_rate': 1.6622455818547394e-05, 'epoch': 1.69}
{'loss': 0.0706, 'learning_rate': 1.6620251155243572e-05, 'epoch': 1.69}
{'loss': 0.0698, 'learning_rate': 1.6618046491939753e-05, 'epoch': 1.69}
{'loss': 0.0701, 'learning_rate': 1.6615841828635934e-05, 'epoch': 1.69}
{'loss': 0.0707, 'learning_rate': 1.661363716533211e-05, 'epoch': 1.69}
{'loss': 0.0692, 'learning_rate': 1.6611432502028292e-05, 'epoch': 1.69}
{'loss': 0.0706, 'learning_rate': 1.660922783872447e-05, 'epoch': 1.7}
{'loss': 0.0714, 'learning_rate': 1.660702317542065e-05, 'epoch': 1.7}
{'loss': 0.069, 'learning_rate': 1.660481851211683e-05, 'epoch': 1.7}
{'loss': 0.072, 'learning_rate': 1.660261384881301e-05, 'epoch': 1.7}
{'loss': 0.0728, 'learning_rate': 1.660040918550919e-05, 'epoch': 1.7}
{'loss': 0.0712, 'learning_rate': 1.659820452220537e-05, 'epoch': 1.7}
{'loss': 0.0708, 'learning_rate': 1.659599985890155e-05, 'epoch': 1.7}
{'loss': 0.0702, 'learning_rate': 1.659379519559773e-05, 'epoch': 1.7}
{'loss': 0.0701, 'learning_rate': 1.659159053229391e-05, 'epoch': 1.7}
{'loss': 0.0683, 'learning_rate': 1.6589385868990087e-05, 'epoch': 1.71}
{'loss': 0.0666, 'learning_rate': 1.658718120568627e-05, 'epoch': 1.71}
{'loss': 0.0725, 'learning_rate': 1.658497654238245e-05, 'epoch': 1.71}
{'loss': 0.0702, 'learning_rate': 1.6582771879078627e-05, 'epoch': 1.71}
{'loss': 0.0711, 'learning_rate': 1.6580567215774808e-05, 'epoch': 1.71}
{'loss': 0.0688, 'learning_rate': 1.657836255247099e-05, 'epoch': 1.71}
{'loss': 0.0686, 'learning_rate': 1.657615788916717e-05, 'epoch': 1.71}
{'loss': 0.0693, 'learning_rate': 1.6573953225863347e-05, 'epoch': 1.71}
{'loss': 0.0729, 'learning_rate': 1.6571748562559528e-05, 'epoch': 1.71}
{'loss': 0.0736, 'learning_rate': 1.6569543899255705e-05, 'epoch': 1.72}
{'loss': 0.0696, 'learning_rate': 1.6567339235951886e-05, 'epoch': 1.72}
{'loss': 0.0684, 'learning_rate': 1.6565134572648067e-05, 'epoch': 1.72}
{'loss': 0.0699, 'learning_rate': 1.6562929909344245e-05, 'epoch': 1.72}
{'loss': 0.0674, 'learning_rate': 1.6560725246040425e-05, 'epoch': 1.72}
{'loss': 0.0681, 'learning_rate': 1.6558520582736606e-05, 'epoch': 1.72}
{'loss': 0.0688, 'learning_rate': 1.6556315919432787e-05, 'epoch': 1.72}
{'loss': 0.0707, 'learning_rate': 1.6554111256128965e-05, 'epoch': 1.72}
{'loss': 0.0688, 'learning_rate': 1.6551906592825146e-05, 'epoch': 1.72}
{'loss': 0.0719, 'learning_rate': 1.6549701929521323e-05, 'epoch': 1.73}
{'loss': 0.0698, 'learning_rate': 1.6547497266217504e-05, 'epoch': 1.73}
{'loss': 0.0721, 'learning_rate': 1.6545292602913685e-05, 'epoch': 1.73}
{'loss': 0.0687, 'learning_rate': 1.6543087939609862e-05, 'epoch': 1.73}
{'loss': 0.0708, 'learning_rate': 1.6540883276306043e-05, 'epoch': 1.73}
{'loss': 0.0707, 'learning_rate': 1.6538678613002224e-05, 'epoch': 1.73}
{'loss': 0.0734, 'learning_rate': 1.6536473949698405e-05, 'epoch': 1.73}
{'loss': 0.0721, 'learning_rate': 1.6534269286394583e-05, 'epoch': 1.73}
{'loss': 0.0691, 'learning_rate': 1.6532064623090764e-05, 'epoch': 1.73}
{'loss': 0.0649, 'learning_rate': 1.652985995978694e-05, 'epoch': 1.74}
{'loss': 0.0673, 'learning_rate': 1.6527655296483122e-05, 'epoch': 1.74}
{'loss': 0.0681, 'learning_rate': 1.6525450633179303e-05, 'epoch': 1.74}
{'loss': 0.0723, 'learning_rate': 1.652324596987548e-05, 'epoch': 1.74}
{'loss': 0.0717, 'learning_rate': 1.652104130657166e-05, 'epoch': 1.74}
{'loss': 0.066, 'learning_rate': 1.6518836643267842e-05, 'epoch': 1.74}
{'loss': 0.0702, 'learning_rate': 1.6516631979964023e-05, 'epoch': 1.74}
{'loss': 0.0716, 'learning_rate': 1.65144273166602e-05, 'epoch': 1.74}
{'loss': 0.0713, 'learning_rate': 1.651222265335638e-05, 'epoch': 1.74}
{'loss': 0.0674, 'learning_rate': 1.651001799005256e-05, 'epoch': 1.74}
{'loss': 0.0699, 'learning_rate': 1.650781332674874e-05, 'epoch': 1.75}
{'loss': 0.0704, 'learning_rate': 1.650560866344492e-05, 'epoch': 1.75}
{'loss': 0.0695, 'learning_rate': 1.6503404000141098e-05, 'epoch': 1.75}
{'loss': 0.0674, 'learning_rate': 1.650119933683728e-05, 'epoch': 1.75}
{'loss': 0.0699, 'learning_rate': 1.649899467353346e-05, 'epoch': 1.75}
{'loss': 0.0686, 'learning_rate': 1.649679001022964e-05, 'epoch': 1.75}
{'loss': 0.0693, 'learning_rate': 1.649458534692582e-05, 'epoch': 1.75}
{'loss': 0.0686, 'learning_rate': 1.6492380683622e-05, 'epoch': 1.75}
{'loss': 0.0693, 'learning_rate': 1.6490176020318177e-05, 'epoch': 1.75}
{'loss': 0.0687, 'learning_rate': 1.6487971357014358e-05, 'epoch': 1.76}
{'loss': 0.0712, 'learning_rate': 1.648576669371054e-05, 'epoch': 1.76}
{'loss': 0.071, 'learning_rate': 1.6483562030406716e-05, 'epoch': 1.76}
{'loss': 0.0684, 'learning_rate': 1.6481357367102897e-05, 'epoch': 1.76}
{'loss': 0.0676, 'learning_rate': 1.6479152703799078e-05, 'epoch': 1.76}
{'loss': 0.0701, 'learning_rate': 1.647694804049526e-05, 'epoch': 1.76}
{'loss': 0.0716, 'learning_rate': 1.6474743377191436e-05, 'epoch': 1.76}
{'loss': 0.0737, 'learning_rate': 1.6472538713887617e-05, 'epoch': 1.76}
{'loss': 0.069, 'learning_rate': 1.6470334050583795e-05, 'epoch': 1.76}
{'loss': 0.0688, 'learning_rate': 1.6468129387279976e-05, 'epoch': 1.77}
{'loss': 0.0696, 'learning_rate': 1.6465924723976157e-05, 'epoch': 1.77}
{'loss': 0.0682, 'learning_rate': 1.6463720060672334e-05, 'epoch': 1.77}
{'loss': 0.0681, 'learning_rate': 1.6461515397368515e-05, 'epoch': 1.77}
{'loss': 0.0683, 'learning_rate': 1.6459310734064696e-05, 'epoch': 1.77}
{'loss': 0.0704, 'learning_rate': 1.6457106070760877e-05, 'epoch': 1.77}
{'loss': 0.0698, 'learning_rate': 1.6454901407457054e-05, 'epoch': 1.77}
{'loss': 0.0665, 'learning_rate': 1.6452696744153235e-05, 'epoch': 1.77}
